Region,fo_name,county,van_precinct_name,precinct_name,van_precinct_id,GEOID,voters,doors,targets
R09,R09A - Chesapeake,CHESAPEAKE CITY,009 - Bells Mill,Bells Mill,297140,51550000009,4234,2426,407
R09,R09A - Chesapeake,CHESAPEAKE CITY,061 - Centerville,Centerville,1569635,51550000061,3640,1904,272
R09,R09A - Chesapeake,CHESAPEAKE CITY,015 - Greenbrier Middle School,Greenbrier Middle School,297146,51550000015,4099,3267,860
R09,R09A - Chesapeake,CHESAPEAKE CITY,050 - River Walk,River Walk,297181,51550000050,3020,1979,643
R09,R09B - HD 84,SUFFOLK CITY,306 - Deerfield,Deerfield,2274007,51800000306,2247,1416,408
R09,R09B - HD 84,FRANKLIN CITY,401 - Precinct 4-1,Precinct 4-1,297231,51620000401,962,752,184
R09,R09B - HD 84,SUFFOLK CITY,702 - Harbourview,Harbourview,297601,51800000105,4379,2935,783
R09,R09B - HD 84,SUFFOLK CITY,404 - Booker T Washington,Booker T Washington,1706907,51800000404,2624,2032,722
R09,R09B - HD 84,SUFFOLK CITY,604 - Wilroy,Wilroy,1706909,51800000604,2852,1868,536
R09,R09B - HD 84,FRANKLIN CITY,601 - Precinct 6-1,Precinct 6-1,297233,51620000601,1130,820,195
R09,R09B - HD 84,SUFFOLK CITY,504 - Lake Cohoon,Lake Cohoon,297619,51800000504,4650,2927,542
R09,R09B - HD 84,FRANKLIN CITY,201 - Precinct 2-1,Precinct 2-1,297229,51620000201,1180,813,161
R09,R09B - HD 84,SUFFOLK CITY,601 - Lakeside,Lakeside,297620,51800000601,3277,2466,607
R09,R09B - HD 84,ISLE OF WIGHT,103 - Cypress Creek B,Cypress Creek B,2228506,51093000103,199,116,15
R09,R09B - HD 84,SUFFOLK CITY,403 - Southside,Southside,297615,51800000403,1828,1464,463
R09,R09B - HD 84,CHESAPEAKE CITY,054 - Pughsville,Pughsville,1569628,51550000054,3002,2055,615
R09,R09B - HD 84,SUFFOLK CITY,703 - Pughsville,Pughsville,2274031,51800000703,2342,1714,656
R09,R09B - HD 84,SUFFOLK CITY,101 - Belleharbour,Belleharbour,1706904,51800000101,1520,1140,366
R09,R09B - HD 84,FRANKLIN CITY,101 - Precinct 1-1,Precinct 1-1,297228,51620000101,1068,695,87
R09,R09B - HD 84,SUFFOLK CITY,602 - Olde Towne,Olde Towne,297621,51800000602,998,807,209
R09,R09B - HD 84,SUFFOLK CITY,701 - Hollywood,Hollywood,297623,51800000405,1454,1154,434
R09,R09B - HD 84,SUFFOLK CITY,201 - Ebenezer,Ebenezer,297603,51800000201,2160,1295,175
R09,R09B - HD 84,SUFFOLK CITY,202 - Chuckatuck,Chuckatuck,297604,51800000202,2421,1597,319
R09,R09B - HD 84,SUFFOLK CITY,104 - Bennetts Creek,Bennetts Creek,297602,51800000104,1830,1238,330
R09,R09B - HD 84,SUFFOLK CITY,204 - Hillpoint,Hillpoint,1706905,51800000204,3885,2624,946
R09,R09B - HD 84,SUFFOLK CITY,706 - Huntersville,Huntersville,1706911,51800000706,3571,2855,995
R09,R09B - HD 84,ISLE OF WIGHT,501 - Walters,Walters,296330,51093000501,1229,780,45
R09,R09B - HD 84,FRANKLIN CITY,501 - Precinct 5-1,Precinct 5-1,297232,51620000501,861,708,229
R09,R09B - HD 84,FRANKLIN CITY,301 - Precinct 3-1,Precinct 3-1,297230,51620000301,875,686,229
R09,R09B - HD 84,SUFFOLK CITY,102 - Driver,Driver,297599,51800000102,4658,2724,538
R09,R09B - HD 84,SUFFOLK CITY,704 - Burbage Grant,Burbage Grant,1706910,51800000704,3099,1904,853
R09,R09B - HD 84,SUFFOLK CITY,203 - Kings Fork,Kings Fork,297605,51800000203,3834,2657,944
R09,R09B - HD 84,SUFFOLK CITY,603 - Elephants Fork/Westhaven,Elephants Fork/Westhaven,297622,51800000603,1291,976,240
R09,R09B - HD 84,ISLE OF WIGHT,502 - Beaver Dam,Beaver Dam,2228466,51093000502,1509,1023,157
R09,R09B - HD 84,ISLE OF WIGHT,203 - Nike Park B,Nike Park B,2228499,51093000203,320,209,33
R09,R09B - HD 84,ISLE OF WIGHT,401 - Bowling Green,Bowling Green,2228447,51093000401,1670,993,81
R09,R09B - HD 84,ISLE OF WIGHT,303 - Benns Church,Benns Church,2228485,51093000303,1738,1214,347
R09,R09B - HD 84,ISLE OF WIGHT,402 - Windsor,Windsor,296328,51093000402,2775,1871,241
R09,R09C - HD 89,CHESAPEAKE CITY,004 - Churchland,Churchland,297135,51550000004,2700,1613,341
R09,R09C - HD 89,CHESAPEAKE CITY,064 - Deep Creek II,Deep Creek II,1992181,51550000064,3776,2496,559
R09,R09C - HD 89,SUFFOLK CITY,502 - Holland,Holland,297617,51800000502,2081,1313,164
R09,R09C - HD 89,CHESAPEAKE CITY,019 - Jolliff,Jolliff,297150,51550000019,1868,1023,169
R09,R09C - HD 89,CHESAPEAKE CITY,038 - Bailey Creek,Bailey Creek,297169,51550000038,2465,1473,247
R09,R09C - HD 89,CHESAPEAKE CITY,028 - Sunray I,Sunray I,297159,51550000028,580,382,63
R09,R09C - HD 89,CHESAPEAKE CITY,041 - John T West,John T West,297172,51550000041,4817,2706,653
R09,R09C - HD 89,SUFFOLK CITY,505 - Pittmantown,Pittmantown,1706908,51800000505,1714,1099,150
R09,R09C - HD 89,CHESAPEAKE CITY,021 - Fellowship,Fellowship,297152,51550000021,3325,2335,514
R09,R09C - HD 89,SUFFOLK CITY,305 - Shoulders Hill,Shoulders Hill,1706906,51800000305,1361,794,228
R09,R09C - HD 89,SUFFOLK CITY,301 - White Marsh,White Marsh,297606,51800000301,803,527,176
R09,R09C - HD 89,SUFFOLK CITY,501 - Kilbys Mill,Kilbys Mill,297616,51800000501,3509,2259,410
R09,R09C - HD 89,CHESAPEAKE CITY,052 - Shipyard Road,Shipyard Road,892252,51550000052,2882,1746,441
R09,R09C - HD 89,CHESAPEAKE CITY,006 - Deep Creek,Deep Creek,297137,51550000006,2783,1721,408
R09,R09C - HD 89,CHESAPEAKE CITY,044 - Nansemond,Nansemond,297175,51550000044,2730,1779,534
R09,R09C - HD 89,SUFFOLK CITY,402 - Whaleyville,Whaleyville,297613,51800000402,2496,1544,166
R09,R09C - HD 89,CHESAPEAKE CITY,020 - E W Chittum,E W Chittum,297151,51550000020,3049,1732,388
R09,R09C - HD 89,CHESAPEAKE CITY,014 - Grassfield,Grassfield,297145,51550000014,4542,2909,636
R09,R09C - HD 89,CHESAPEAKE CITY,046 - Bells Mill II,Bells Mill II,297177,51550000046,2681,1528,310
R09,R09C - HD 89,CHESAPEAKE CITY,027 - Silverwood,Silverwood,297158,51550000027,2839,1806,449
R09,R09C - HD 89,SUFFOLK CITY,605 - Mack Benn Jr,Mack Benn Jr,2274044,51800000605,866,640,194
R09,R09C - HD 89,SUFFOLK CITY,304 - Nansemond River,Nansemond River,297624,51800000304,3347,2033,653
R09,R09C - HD 89,SUFFOLK CITY,302 - John F Kennedy,John F Kennedy,297607,51800000302,3046,2196,786
R09,R09C - HD 89,SUFFOLK CITY,401 - Airport,Airport,297611,51800000401,2154,1412,222
R09,R09C - HD 89,CHESAPEAKE CITY,035 - Taylor Road,Taylor Road,297166,51550000035,2177,1666,433
R09,R09D - Isle of Wight,ISLE OF WIGHT,101 - Pagan River,Pagan River,2228475,51093000101,3196,2050,249
R09,R09D - Isle of Wight,ISLE OF WIGHT,304 - New Towne,New Towne,2228504,51093000304,536,421,107
R09,R09D - Isle of Wight,ISLE OF WIGHT,201 - Bartlett,Bartlett,1058758,51093000201,3492,2308,436
R09,R09D - Isle of Wight,SOUTHAMPTON,602 - Sedley,Sedley,296917,51175000602,308,193,12
R09,R09D - Isle of Wight,SOUTHAMPTON,102 - Ivor,Ivor,296906,51175000102,1344,916,109
R09,R09D - Isle of Wight,SOUTHAMPTON,502 - Fairgrounds,Fairgrounds,296914,51175000502,1187,744,77
R09,R09D - Isle of Wight,SOUTHAMPTON,601 - Courtland,Courtland,296916,51175000601,1521,1083,178
R09,R09D - Isle of Wight,SOUTHAMPTON,501 - Darden Mill,Darden Mill,2294389,51175000501,1118,709,90
R09,R09D - Isle of Wight,ISLE OF WIGHT,202 - Nike Park A,Nike Park A,2228511,51093000202,2881,1758,233
R09,R09D - Isle of Wight,ISLE OF WIGHT,301 - Rushmere,Rushmere,296325,51093000301,1746,1175,254
R09,R09D - Isle of Wight,ISLE OF WIGHT,504 - Bethany Church,Bethany Church,2228483,51093000504,1362,791,52
R09,R09D - Isle of Wight,SOUTHAMPTON,201 - Boykins-Branchville,Boykins-Branchville,296907,51175000201,1545,1133,217
R09,R09D - Isle of Wight,ISLE OF WIGHT,503 - Fire Tower,Fire Tower,2228474,51093000503,2031,1321,118
R09,R09D - Isle of Wight,SOUTHAMPTON,301 - Capron-Drewryville,Capron-Drewryville,296910,51175000301,1528,1024,128
R09,R09D - Isle of Wight,ISLE OF WIGHT,302 - Pons,Pons,296326,51093000302,2696,1774,423
R09,R09D - Isle of Wight,SOUTHAMPTON,702 - Newsoms,Newsoms,296919,51175000702,1202,831,135
R09,R09D - Isle of Wight,ISLE OF WIGHT,102 - Cypress Creek A,Cypress Creek A,1569593,51093000102,3350,1966,309
R09,R09D - Isle of Wight,SOUTHAMPTON,101 - Berlin,Berlin,296905,51175000101,1043,635,21
R09,R09D - Isle of Wight,SOUTHAMPTON,302 - Sebrell,Sebrell,296911,51175000302,1047,669,86
R09,R09D - Isle of Wight,ISLE OF WIGHT,403 - Cedar Grove,Cedar Grove,2228452,51093000403,1757,1052,152
R09,R09D - Isle of Wight,SOUTHAMPTON,701 - Blackwater River,Blackwater River,296918,51175000701,1546,1089,212
R09,R09E - West Portsmouth,PORTSMOUTH CITY,035 - Churchland Elementary School,Churchland Elementary School,297471,51740000035,2367,1629,355
R09,R09E - West Portsmouth,CHESAPEAKE CITY,048 - Jolliff Middle School,Jolliff Middle School,297179,51550000048,4074,2841,996
R09,R09E - West Portsmouth,PORTSMOUTH CITY,013 - St. Mark Missionary Baptist Church,St. Mark Missionary Baptist Church,297450,51740000013,1446,1212,319
R09,R09E - West Portsmouth,PORTSMOUTH CITY,016 - Cradock Middle School,Cradock Middle School,297452,51740000016,2424,1935,468
R09,R09E - West Portsmouth,PORTSMOUTH CITY,022 - St. Mark Deliverance Center,St. Mark Deliverance Center,297458,51740000022,2289,1800,408
R09,R09E - West Portsmouth,PORTSMOUTH CITY,010 - Mount Hermon Preschool Center,Mount Hermon Preschool Center,297448,51740000010,1369,1128,213
R09,R09E - West Portsmouth,PORTSMOUTH CITY,020 - Noble Street Baptist Church,Noble Street Baptist Church,297455,51740000020,2393,1876,634
R09,R09E - West Portsmouth,PORTSMOUTH CITY,034- Churchland Branch Library,Churchland Branch Library,297470,51740000034,1833,1305,303
R09,R09E - West Portsmouth,PORTSMOUTH CITY,023 - Westhaven Baptist Church,Westhaven Baptist Church,297459,51740000023,1963,1507,231
R09,R09E - West Portsmouth,CHESAPEAKE CITY,045 - Sunray II,Sunray II,297176,51550000045,836,589,113
R09,R09E - West Portsmouth,PORTSMOUTH CITY,028 - Lakeview Elementary School,Lakeview Elementary School,297464,51740000028,2547,1697,680
R09,R09E - West Portsmouth,PORTSMOUTH CITY,021 - Hendricks/Kendall Recreation Center,Hendricks/Kendall Recreation Center,297456,51740000021,1368,1109,315
R09,R09E - West Portsmouth,PORTSMOUTH CITY,025 - Waterview Elementary School,Waterview Elementary School,297461,51740000025,2019,1459,390
R09,R09E - West Portsmouth,PORTSMOUTH CITY,038 - Grove Baptist Church,Grove Baptist Church,297474,51740000038,4111,3173,1012
R09,R09E - West Portsmouth,PORTSMOUTH CITY,029 - Manor High School,Manor High School,297465,51740000029,1336,947,167
R09,R09E - West Portsmouth,PORTSMOUTH CITY,011 - Joseph E. Parker Recreation Center,Joseph E. Parker Recreation Center,297449,51740000011,1750,1392,498
R09,R09E - West Portsmouth,PORTSMOUTH CITY,027 - Cavalier Manor Recreation Center,Cavalier Manor Recreation Center,297463,51740000027,1916,1436,531
R09,R09E - West Portsmouth,PORTSMOUTH CITY,017 - Victory Life Fellowship,Victory Life Fellowship,297453,51740000017,3026,2455,535
R09,R09E - West Portsmouth,PORTSMOUTH CITY,001 - Emanuel A. M. E. Church,Emanuel A. M. E. Church,297444,51740000001,2904,2539,654
R09,R09E - West Portsmouth,PORTSMOUTH CITY,007- Park View Elementary School,Park View Elementary School,297446,51740000007,1777,1464,414
R09,R09E - West Portsmouth,PORTSMOUTH CITY,036 - Churchland High School,Churchland High School,297472,51740000036,4026,2789,745
R09,R09E - West Portsmouth,PORTSMOUTH CITY,031 - West Park Church Of Christ,West Park Church Of Christ,297467,51740000031,3147,2509,655
R09,R09E - West Portsmouth,PORTSMOUTH CITY,039 - Churchland Primary And Intermediate School,Churchland Primary And Intermediate School,546526,51740000039,3701,2448,864
R09,R09E - West Portsmouth,PORTSMOUTH CITY,032 - Hodges Manor Elementary School,Hodges Manor Elementary School,297468,51740000032,1532,1067,207
R09,R09E - West Portsmouth,PORTSMOUTH CITY,014 - Brighton Elementary School,Brighton Elementary School,297451,51740000014,2265,1760,560
R09,R09E - West Portsmouth,PORTSMOUTH CITY,033- Pinecrest Baptist Church,Pinecrest Baptist Church,297469,51740000033,1305,906,100
R09,R09E - West Portsmouth,PORTSMOUTH CITY,019 - Victory Elementary School,Victory Elementary School,297454,51740000019,1276,959,181
R09,R09E - West Portsmouth,PORTSMOUTH CITY,005 - Charles A. Fisher Memorial Academy,Charles A. Fisher Memorial Academy,297445,51740000005,1754,1449,413
R09,R09E - West Portsmouth,PORTSMOUTH CITY,030 - The Rescue Church,The Rescue Church,297466,51740000030,1909,1472,242
R09,R09E - West Portsmouth,CHESAPEAKE CITY,003 - Camelot,Camelot,297134,51550000003,2571,1671,631
R09,R09E - West Portsmouth,PORTSMOUTH CITY,009 - Third Baptist Church,Third Baptist Church,297447,51740000009,2491,2003,625
R09,R09E - West Portsmouth,PORTSMOUTH CITY,024 - The Senior Station,The Senior Station,297460,51740000024,1727,1354,304
R09,R09E - West Portsmouth,PORTSMOUTH CITY,026 - William E. Waters Middle School,William E. Waters Middle School,297462,51740000026,1980,1392,529
R09,R09E - West Portsmouth,PORTSMOUTH CITY,037 - Churchland Middle School,Churchland Middle School,297473,51740000037,3484,2516,776
R09,R09F - East Portsmouth,CHESAPEAKE CITY,005 - Crestwood,Crestwood,297136,51550000005,2778,1955,661
R09,R09F - East Portsmouth,CHESAPEAKE CITY,026 - Johnson Park,Johnson Park,297157,51550000026,1766,1390,325
R09,R09F - East Portsmouth,CHESAPEAKE CITY,031 - Carver School,Carver School,297162,51550000031,3835,3107,764
R09,R09F - East Portsmouth,VIRGINIA BEACH CITY,041 - Precinct 41,Precinct 41,297667,51810000041,1913,1441,420
R09,R09F - East Portsmouth,CHESAPEAKE CITY,057 - Cypress,Cypress,1569631,51550000057,3174,2568,607
R09,R09F - East Portsmouth,CHESAPEAKE CITY,055 - Georgetown East,Georgetown East,1569629,51550000055,1865,1248,374
R09,R09F - East Portsmouth,CHESAPEAKE CITY,030 - South Norfolk,South Norfolk,297161,51550000030,1567,1198,380
R09,R09F - East Portsmouth,VIRGINIA BEACH CITY,042 - Precinct 42,Precinct 42,297668,51810000042,3455,2335,523
R09,R09F - East Portsmouth,NORFOLK CITY,402 - Berkley,Berkley,297407,51710000402,2191,1713,614
R09,R09F - East Portsmouth,CHESAPEAKE CITY,025 - St Julians,St Julians,297156,51550000025,2714,1980,526
R09,R09F - East Portsmouth,CHESAPEAKE CITY,018 - Indian River,Indian River,297149,51550000018,2843,2201,554
R09,R09F - East Portsmouth,CHESAPEAKE CITY,010 - Oscar Smith,Oscar Smith,297141,51550000010,1709,1247,279
R09,R09F - East Portsmouth,CHESAPEAKE CITY,039 - Lake Drummond,Lake Drummond,297170,51550000039,2446,1543,291
R09,R09F - East Portsmouth,CHESAPEAKE CITY,022 - Norfolk Highlands,Norfolk Highlands,297153,51550000022,2161,1571,279
R09,R09F - East Portsmouth,NORFOLK CITY,404 - Campostella,Campostella,297409,51710000404,2805,2249,715
R09,R09F - East Portsmouth,VIRGINIA BEACH CITY,084 - Precinct 84,Precinct 84,297710,51810000084,3563,2468,640
R09,R09F - East Portsmouth,CHESAPEAKE CITY,033 - Westover,Westover,297164,51550000033,1825,1316,226
R09,R09F - East Portsmouth,CHESAPEAKE CITY,024 - Oaklette,Oaklette,297155,51550000024,3186,2430,537
R09,R09F - East Portsmouth,CHESAPEAKE CITY,008 - South Norfolk Recreation,South Norfolk Recreation,297139,51550000008,3694,2677,611
R09,R09F - East Portsmouth,CHESAPEAKE CITY,013 - Gilmerton,Gilmerton,297144,51550000013,2613,1697,376
R09,R09F - East Portsmouth,VIRGINIA BEACH CITY,104 - Precinct 104,Precinct 104,2274022,51810000104,3241,2399,683
R09,R09F - East Portsmouth,CHESAPEAKE CITY,032 - Providence,Providence,297163,51550000032,4120,3180,1007
R09,R09F - East Portsmouth,CHESAPEAKE CITY,011 - Geneva Park,Geneva Park,297142,51550000011,2866,2239,356
R09,R09F - East Portsmouth,VIRGINIA BEACH CITY,025 - Precinct 25,Precinct 25,297651,51810000025,3932,2682,513
R09,R09F - East Portsmouth,VIRGINIA BEACH CITY,057 - Precinct 57,Precinct 57,297683,51810000057,2574,1900,320
R09,R09F - East Portsmouth,CHESAPEAKE CITY,012 - Georgetown,Georgetown,297143,51550000012,2475,1736,653
R09,R09F - East Portsmouth,CHESAPEAKE CITY,029 - Tanglewood,Tanglewood,297160,51550000029,2464,1747,343
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,107 - Precinct 107,Precinct 107,2274027,51810000107,1499,997,170
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,108 - Precinct 108,Precinct 108,2274047,51810000108,818,633,88
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,075 - Precinct 75,Precinct 75,297701,51810000075,3805,2619,424
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,062 - Precinct 62,Precinct 62,297688,51810000062,3818,2278,479
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,072 - Precinct 72,Precinct 72,297698,51810000072,3348,2460,409
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,011 - Precinct 11,Precinct 11,297637,51810000011,4092,2850,415
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,085 - Precinct 85,Precinct 85,297711,51810000085,4081,2527,454
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,050 - Precinct 50,Precinct 50,297676,51810000050,3032,2536,516
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,003 - Precinct 3,Precinct 3,297629,51810000003,2640,1774,331
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,002 - Precinct 2,Precinct 2,297628,51810000002,4672,3970,748
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,095 - Precinct 95,Precinct 95,1848144,51810000095,2453,1573,358
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,031 - Precinct 31,Precinct 31,297657,51810000031,4096,2176,429
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,082 - Precinct 82,Precinct 82,297708,51810000082,2760,1604,389
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,048 - Precinct 48,Precinct 48,297674,51810000048,2220,1591,321
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,070 - Precinct 70,Precinct 70,297696,51810000070,4300,3180,638
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,066 - Precinct 66,Precinct 66,297692,51810000066,2984,1747,305
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,009 - Precinct 9,Precinct 9,297635,51810000009,2909,1681,275
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,010 - Precinct 10,Precinct 10,297636,51810000010,3694,2001,401
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,067 - Precinct 67,Precinct 67,297693,51810000067,2302,1926,393
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,096 - Precinct 96,Precinct 96,1848145,51810000096,2970,2450,513
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,001 - Precinct 1,Precinct 1,297627,51810000001,4461,2950,436
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,006 - Precinct 6,Precinct 6,297632,51810000006,3421,2085,354
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,063 - Precinct 63,Precinct 63,297689,51810000063,4610,2750,644
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,049 - Precinct 49,Precinct 49,297675,51810000049,2676,2072,344
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,060 - Precinct 60,Precinct 60,297686,51810000060,4055,2293,416
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,083 - Precinct 83,Precinct 83,297709,51810000083,3784,2294,412
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,004 - Precinct 4,Precinct 4,297630,51810000004,3881,2891,465
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,005 - Precinct 5,Precinct 5,297631,51810000005,4083,3452,604
R10,R10A - Virginia Beach,VIRGINIA BEACH CITY,030 - Precinct 30,Precinct 30,297656,51810000030,3989,2896,382
R10,R10C - HD 97,VIRGINIA BEACH CITY,027 - Precinct 27,Precinct 27,297653,51810000027,1659,1005,149
R10,R10C - HD 97,VIRGINIA BEACH CITY,098 - Precinct 98,Precinct 98,1848147,51810000098,2353,1786,469
R10,R10C - HD 97,VIRGINIA BEACH CITY,053 - Precinct 53,Precinct 53,297679,51810000053,3437,2470,405
R10,R10C - HD 97,VIRGINIA BEACH CITY,051 - Precinct 51,Precinct 51,297677,51810000051,3044,2047,429
R10,R10C - HD 97,VIRGINIA BEACH CITY,106 - Precinct 106,Precinct 106,2274048,51810000106,2366,2070,512
R10,R10C - HD 97,VIRGINIA BEACH CITY,076 - Precinct 76,Precinct 76,297702,51810000076,4047,3446,763
R10,R10C - HD 97,VIRGINIA BEACH CITY,013 - Precinct 13,Precinct 13,297639,51810000013,4384,2999,575
R10,R10C - HD 97,VIRGINIA BEACH CITY,036 - Precinct 36,Precinct 36,297662,51810000036,4581,3361,811
R10,R10C - HD 97,VIRGINIA BEACH CITY,039 - Precinct 39,Precinct 39,297665,51810000039,2686,1916,383
R10,R10C - HD 97,VIRGINIA BEACH CITY,077 - Precinct 77,Precinct 77,297703,51810000077,3538,2663,507
R10,R10C - HD 97,VIRGINIA BEACH CITY,052 - Precinct 52,Precinct 52,297678,51810000052,4380,2879,625
R10,R10C - HD 97,VIRGINIA BEACH CITY,094 - Precinct 94,Precinct 94,546533,51810000094,2476,1857,346
R10,R10C - HD 97,VIRGINIA BEACH CITY,008 - Precinct 8,Precinct 8,297634,51810000008,3634,2835,458
R10,R10C - HD 97,VIRGINIA BEACH CITY,024 - Precinct 24,Precinct 24,297650,51810000024,1266,741,111
R10,R10C - HD 97,VIRGINIA BEACH CITY,091 - Precinct 91,Precinct 91,546530,51810000091,4463,3157,687
R10,R10C - HD 97,VIRGINIA BEACH CITY,026 - Precinct 26,Precinct 26,297652,51810000026,1999,1203,200
R10,R10C - HD 97,VIRGINIA BEACH CITY,068 - Precinct 68,Precinct 68,297694,51810000068,2913,1747,331
R10,R10C - HD 97,VIRGINIA BEACH CITY,055 - Precinct 55,Precinct 55,297681,51810000055,4475,3401,799
R10,R10C - HD 97,VIRGINIA BEACH CITY,012 - Precinct 12,Precinct 12,297638,51810000012,3999,2891,611
R10,R10C - HD 97,VIRGINIA BEACH CITY,103 - Precinct 103,Precinct 103,2274018,51810000103,1880,1502,328
R10,R10D - West Norfolk,NORFOLK CITY,201 - Larchmont School,Larchmont School,297378,51710000201,3098,2370,555
R10,R10D - West Norfolk,NORFOLK CITY,215 - Suburban Park,Suburban Park,297391,51710000215,2336,1810,435
R10,R10D - West Norfolk,NORFOLK CITY,306 - Lindenwood,Lindenwood,297399,51710000306,1956,1579,490
R10,R10D - West Norfolk,NORFOLK CITY,211 - Chrysler Museum,Chrysler Museum,297386,51710000211,4602,4024,1035
R10,R10D - West Norfolk,NORFOLK CITY,104 - Titustown,Titustown,297373,51710000104,2616,2336,454
R10,R10D - West Norfolk,NORFOLK CITY,203 - Ghent Square,Ghent Square,297379,51710000203,1771,1496,402
R10,R10D - West Norfolk,NORFOLK CITY,218 - Willard,Willard,297393,51710000218,3757,2605,755
R10,R10D - West Norfolk,NORFOLK CITY,411 - Ruffner Academy,Ruffner Academy,297415,51710000411,1778,1548,401
R10,R10D - West Norfolk,NORFOLK CITY,207 - Lambert's Point,Lambert's Point,297382,51710000207,3909,3463,865
R10,R10D - West Norfolk,NORFOLK CITY,101 - Granby,Granby,297369,51710000101,4222,3402,895
R10,R10D - West Norfolk,NORFOLK CITY,208 - Larchmont Umc,Larchmont Umc,297383,51710000208,1838,1107,293
R10,R10D - West Norfolk,NORFOLK CITY,213 - Taylor Elementary School,Taylor Elementary School,297388,51710000213,3130,2525,807
R10,R10D - West Norfolk,NORFOLK CITY,217 - Wesley,Wesley,297392,51710000107,2903,2298,567
R10,R10D - West Norfolk,NORFOLK CITY,414 - Young Park,Young Park,297419,51710000414,2990,2507,660
R10,R10D - West Norfolk,NORFOLK CITY,210 - Maury,Maury,297385,51710000210,2901,2441,683
R10,R10D - West Norfolk,NORFOLK CITY,214 - Virginia Zoo,Virginia Zoo,2257707,51710000214,3117,2434,701
R10,R10D - West Norfolk,NORFOLK CITY,405 - Chesterfield,Chesterfield,297410,51710000405,3182,2623,576
R10,R10D - West Norfolk,NORFOLK CITY,102 - Ocean View School,Ocean View School,297371,51710000102,2000,1736,332
R10,R10D - West Norfolk,NORFOLK CITY,212 - Park Place,Park Place,297387,51710000212,2572,2211,684
R10,R10D - West Norfolk,NORFOLK CITY,106 - Second Presbyterian,Second Presbyterian,297376,51710000106,3987,3139,686
R10,R10E - Norfolk Central,NORFOLK CITY,311 - Sherwood,Sherwood,297403,51710000311,5205,4018,1067
R10,R10E - Norfolk Central,NORFOLK CITY,309 - Norview,Norview,297401,51710000309,5121,3969,1133
R10,R10E - Norfolk Central,NORFOLK CITY,305 - Lafayette-Winona,Lafayette-Winona,297398,51710000305,2308,1797,546
R10,R10E - Norfolk Central,NORFOLK CITY,310 - Rosemont,Rosemont,297402,51710000310,4205,3395,1085
R10,R10E - Norfolk Central,NORFOLK CITY,303 - Broad Creek,Broad Creek,297396,51710000303,3381,2669,994
R10,R10E - Norfolk Central,NORFOLK CITY,301 - Ballentine,Ballentine,297394,51710000301,3064,2376,739
R10,R10E - Norfolk Central,NORFOLK CITY,412 - Ingleside,Ingleside,297417,51710000412,2335,1800,612
R10,R10E - Norfolk Central,NORFOLK CITY,302 - Tanners Creek,Tanners Creek,297395,51710000302,2133,1732,504
R10,R10E - Norfolk Central,NORFOLK CITY,313 - Union Chapel,Union Chapel,297406,51710000313,1627,1328,424
R10,R10E - Norfolk Central,NORFOLK CITY,304 - Coleman Place School,Coleman Place School,297397,51710000304,1739,1358,450
R10,R10E - Norfolk Central,NORFOLK CITY,413 - Poplar Halls,Poplar Halls,297418,51710000413,3874,3017,979
R10,R10E - Norfolk Central,NORFOLK CITY,415 - Lake Taylor High School,Lake Taylor High School,297420,51710000415,2792,2171,566
R10,R10F - North,ACCOMACK,801 - Bobtown,Bobtown,295348,51001000801,1008,839,91
R10,R10F - North,ACCOMACK,701 - Nandua,Nandua,295346,51001000701,3052,2336,347
R10,R10F - North,NORTHAMPTON,401 - Precinct 4-1,Precinct 4-1,296555,51131000401,1960,1621,247
R10,R10F - North,ACCOMACK,205 - Tangier,Tangier,295338,51001000602,310,310,11
R10,R10F - North,ACCOMACK,101 - Chincoteague,Chincoteague,295333,51001000101,3073,2216,189
R10,R10F - North,ACCOMACK,402 - Parksley,Parksley,295342,51001000402,1164,997,104
